fname,ncalls,tottime,percall_tottime,cumtime,percall_cumtime,file_name,line_number
<method 'endswith' of 'str' objects>,24885,0.0103,0.0,0.0103,0.0,~,0
next_addrs,1514,0.00961,1e-05,0.0103,1e-05,connector.py,717
<method 'setblocking' of '_socket.socket' objects>,3030,0.01026,0.0,0.01026,0.0,~,0
<built-in method _abc.get_cache_token>,11685,0.01006,0.0,0.01006,0.0,~,0
<method 'items' of 'dict' objects>,35286,0.00993,0.0,0.00993,0.0,~,0
__del__,1,0.0,0.0,0.0,0.0,connector.py,83
is_eof,1450,0.00073,0.0,0.00073,0.0,streams.py,582
_close,1,0.00012,0.00012,0.00898,0.00898,connector.py,416
connection,23370,0.00891,0.0,0.00891,0.0,client_reqrep.py,910
<method 'rstrip' of 'str' objects>,36583,0.00891,0.0,0.00891,0.0,~,0
raw_query_string,11685,0.00854,0.0,0.00854,0.0,_url.py,568
_get_app_transport,3028,0.00618,0.0,0.00837,0.0,sslproto.py,371
<method 'keys' of 'dict' objects>,11621,0.00822,0.0,0.00822,0.0,~,0
_get_extra_info,1514,0.00426,0.0,0.0082,1e-05,sslproto.py,482
<lambda>,3029,0.00512,0.0,0.00819,0.0,<string>,1
weakref_handle,277,0.00251,1e-05,0.00808,3e-05,helpers.py,600
__or__,443,0.00431,1e-05,0.00807,2e-05,enum.py,1505
iscoroutine,13200,0.00802,0.0,0.00802,0.0,coroutines.py,34
transport,11685,0.00591,0.0,0.00591,0.0,connector.py,141
<method 'join' of 'str' objects>,11694,0.00782,0.0,0.00782,0.0,~,0
set_protocol,1514,0.00103,0.0,0.00103,0.0,selector_events.py,823
<method 'search' of 're.Pattern' objects>,11685,0.00773,0.0,0.00773,0.0,~,0
_set_read_buffer_limits,1514,0.00516,0.0,0.00769,1e-05,sslproto.py,883
<built-in method time.time>,11686,0.00753,0.0,0.00753,0.0,~,0
_loop,11685,0.00737,0.0,0.00737,0.0,base.py,13
<method 'getsockopt' of '_socket.socket' objects>,1514,0.00735,0.0,0.00735,0.0,~,0
<method 'rfind' of 'str' objects>,23372,0.00727,0.0,0.00727,0.0,~,0
<method 'lstrip' of 'str' objects>,23370,0.00673,0.0,0.00673,0.0,~,0
<built-in method posix.fspath>,46743,0.00669,0.0,0.00669,0.0,~,0
<built-in method builtins.callable>,11685,0.00663,0.0,0.00663,0.0,~,0
<listcomp>,1,0.0,0.0,0.0,0.0,enum.py,1451
<method 'get_loop' of '_asyncio.Future' objects>,37014,0.00648,0.0,0.00648,0.0,~,0
url,11685,0.00643,0.0,0.00643,0.0,client_reqrep.py,836
update_proxy,11685,0.00619,0.0,0.00619,0.0,client_reqrep.py,584
_check_ssl_socket,1514,0.00495,0.0,0.00589,0.0,base_events.py,201
headers,11685,0.00583,0.0,0.00583,0.0,client_reqrep.py,854
_noop,35055,0.0058,0.0,0.0058,0.0,parse.py,108
_call_eof_received,1450,0.00398,0.0,0.00552,0.0,sslproto.py,801
<method 'strip' of 'str' objects>,23370,0.00543,0.0,0.00543,0.0,~,0
<method 'getpeername' of '_socket.socket' objects>,1514,0.00532,0.0,0.00532,0.0,~,0
<built-in method math.ceil>,12431,0.00521,0.0,0.00521,0.0,~,0
update_auth,11685,0.0052,0.0,0.0052,0.0,client_reqrep.py,525
expired,1450,0.00464,0.0,0.00519,0.0,connector.py,724
__contains__,1514,0.00507,0.0,0.00507,0.0,connector.py,698
cipher,1514,0.0022,0.0,0.00507,0.0,ssl.py,957
_init_writer,35055,0.00504,0.0,0.00504,0.0,_quoting_c.pyx,86
<method 'isalpha' of 'str' objects>,23370,0.00496,0.0,0.00496,0.0,~,0
<built-in method _socket.inet_pton>,3028,0.0049,0.0,0.0049,0.0,~,0
get_map,7443,0.00468,0.0,0.00468,0.0,selectors.py,272
<method 'exception' of '_asyncio.Task' objects>,24885,0.00458,0.0,0.00458,0.0,~,0
__bool__,11685,0.00457,0.0,0.00457,0.0,connector.py,130
<method 'cancelled' of '_asyncio.Task' objects>,24885,0.00429,0.0,0.00429,0.0,~,0
ssl,14713,0.00423,0.0,0.00423,0.0,client_reqrep.py,360
_set_write_buffer_limits,1514,0.00266,0.0,0.00266,0.0,transports.py,314
cast,26399,0.00399,0.0,0.00399,0.0,typing.py,2268
<method 'add' of 'multidict._multidict.MultiDict' objects>,23370,0.00397,0.0,0.00397,0.0,~,0
_get_fingerprint,1514,0.00323,0.0,0.00392,0.0,connector.py,971
_release_writer,35055,0.00386,0.0,0.00386,0.0,_quoting_c.pyx,93
<genexpr>,4,0.0,0.0,0.0,0.0,<frozen importlib._bootstrap_external>,134
<method 'bit_length' of 'int' objects>,25475,0.00365,0.0,0.00365,0.0,~,0
add_flowcontrol_defaults,3028,0.00359,0.0,0.00359,0.0,sslproto.py,57
<method 'extend' of 'multidict._multidict.MultiDict' objects>,11685,0.00352,0.0,0.00352,0.0,~,0
<method 'update' of 'dict' objects>,1514,0.0035,0.0,0.0035,0.0,~,0
_set_app_protocol,1514,0.00267,0.0,0.00349,0.0,sslproto.py,350
_outer_done_callback,1514,0.00299,0.0,0.0034,0.0,tasks.py,908
is_reading,1514,0.00254,0.0,0.00337,0.0,selector_events.py,833
set,443,0.00126,0.0,0.00154,0.0,locks.py,182
<built-in method _stat.S_ISDIR>,11685,0.0029,0.0,0.0029,0.0,~,0
<method 'cipher' of '_ssl._SSLSocket' objects>,1514,0.00287,0.0,0.00287,0.0,~,0
upgraded,11685,0.00277,0.0,0.00277,0.0,client_proto.py,41
update_content_encoding,11685,0.00269,0.0,0.00269,0.0,client_reqrep.py,486
trust_env,11685,0.00261,0.0,0.00261,0.0,client.py,1124
compression,1514,0.00212,0.0,0.00261,0.0,ssl.py,968
update_body_from_data,11685,0.00244,0.0,0.00244,0.0,client_reqrep.py,541
<method 'cancelling' of '_asyncio.Task' objects>,13199,0.00242,0.0,0.00242,0.0,~,0
<method 'pop' of 'dict' objects>,3408,0.00191,0.0,0.00191,0.0,~,0
<method 'decode' of 'bytes' objects>,1514,0.0016,0.0,0.0016,0.0,~,0
eof_received,1450,0.0009,0.0,0.00155,0.0,client_proto.py,107
<method 'result' of '_asyncio.Task' objects>,13200,0.0015,0.0,0.0015,0.0,~,0
wait,132,0.00014,0.0,0.00029,0.0,locks.py,200
<method 'split' of 'bytes' objects>,1514,0.00132,0.0,0.00132,0.0,~,0
is_closed,4415,0.00117,0.0,0.00117,0.0,base_events.py,686
<method 'acquire' of '_thread.lock' objects>,32,0.00107,3e-05,0.00107,3e-05,~,0
<method 'done' of '_asyncio.Task' objects>,3029,0.00084,0.0,0.00084,0.0,~,0
<method 'fileno' of '_socket.socket' objects>,3029,0.00083,0.0,0.00083,0.0,~,0
<built-in method builtins.next>,1514,0.00069,0.0,0.00069,0.0,~,0
<method 'compression' of '_ssl._SSLSocket' objects>,1514,0.00048,0.0,0.00048,0.0,~,0
<built-in method _asyncio.get_event_loop>,2,1e-05,1e-05,0.00045,0.00022,~,0
get_event_loop,1,1e-05,1e-05,0.00037,0.00037,events.py,666
<method 'clear' of 'collections.deque' objects>,1450,0.00037,0.0,0.00037,0.0,~,0
new_event_loop,1,1e-05,1e-05,0.00035,0.00035,events.py,689
_compile_bytecode,1,1e-05,1e-05,0.00022,0.00022,<frozen importlib._bootstrap_external>,727
<built-in method _thread.start_new_thread>,4,0.00021,5e-05,0.00021,5e-05,~,0
<built-in method marshal.loads>,1,0.0002,0.0002,0.0002,0.0002,~,0
_find_spec,1,3e-05,3e-05,0.00017,0.00017,<frozen importlib._bootstrap>,1054
_call_with_frames_removed,2,0.0,0.0,0.00016,8e-05,<frozen importlib._bootstrap>,233
<built-in method builtins.exec>,1,1e-05,1e-05,0.00015,0.00015,~,0
_make_self_pipe,1,2e-05,2e-05,0.00015,0.00015,selector_events.py,105
<module>,1,4e-05,4e-05,0.00015,0.00015,thread.py,1
find_spec,1,0.0,0.0,0.0,0.0,__init__.py,89
_get_spec,1,1e-05,1e-05,2e-05,2e-05,<frozen importlib._bootstrap_external>,1599
<built-in method builtins.__build_class__>,3,7e-05,2e-05,9e-05,3e-05,~,0
module_from_spec,1,1e-05,1e-05,8e-05,8e-05,<frozen importlib._bootstrap>,566
_init_module_attrs,1,1e-05,1e-05,6e-05,6e-05,<frozen importlib._bootstrap>,493
get_event_loop_policy,1,1e-05,1e-05,6e-05,6e-05,events.py,758
_init_event_loop_policy,1,2e-05,2e-05,5e-05,5e-05,events.py,750
_missing_,1,3e-05,3e-05,5e-05,5e-05,enum.py,1375
socketpair,1,2e-05,2e-05,5e-05,5e-05,socket.py,595
cached,2,0.0,0.0,4e-05,2e-05,<frozen importlib._bootstrap>,392
cache_from_source,2,2e-05,1e-05,4e-05,2e-05,<frozen importlib._bootstrap_external>,437
_get_cached,1,1e-05,1e-05,4e-05,4e-05,<frozen importlib._bootstrap_external>,567
debug,1,1e-05,1e-05,3e-05,3e-05,__init__.py,1467
<built-in method io.open_code>,1,3e-05,3e-05,3e-05,3e-05,~,0
<method 'remove' of 'collections.deque' objects>,136,3e-05,0.0,3e-05,0.0,~,0
_is_debug_mode,1,1e-05,1e-05,3e-05,3e-05,coroutines.py,11
<built-in method posix.cpu_count>,1,3e-05,3e-05,3e-05,3e-05,~,0
isEnabledFor,1,1e-05,1e-05,3e-05,3e-05,__init__.py,1734
_path_stat,3,0.0,0.0,3e-05,1e-05,<frozen importlib._bootstrap_external>,140
verify_mode,1,1e-05,1e-05,1e-05,1e-05,ssl.py,740
_path_join,6,1e-05,0.0,2e-05,0.0,<frozen importlib._bootstrap_external>,126
_get_module_lock,1,1e-05,1e-05,2e-05,2e-05,<frozen importlib._bootstrap>,179
<built-in method _socket.socketpair>,1,2e-05,2e-05,2e-05,2e-05,~,0
<built-in method _asyncio._get_running_loop>,62,2e-05,0.0,2e-05,0.0,~,0
_iter_member_by_value_,3,1e-05,0.0,1e-05,0.0,enum.py,1355
_run_until_complete_cb,1,1e-05,1e-05,1e-05,1e-05,base_events.py,180
_handle_fromlist,2,1e-05,1e-05,1e-05,1e-05,<frozen importlib._bootstrap>,1207
spec_from_file_location,1,1e-05,1e-05,1e-05,1e-05,<frozen importlib._bootstrap_external>,778
_WorkItem,1,1e-05,1e-05,1e-05,1e-05,thread.py,46
_path_split,2,1e-05,0.0,1e-05,1e-05,<frozen importlib._bootstrap_external>,132
_is_owned,8,1e-05,0.0,1e-05,0.0,threading.py,286
<built-in method _thread.allocate_lock>,17,1e-05,0.0,1e-05,0.0,~,0
_classify_pyc,1,1e-05,1e-05,1e-05,1e-05,<frozen importlib._bootstrap_external>,642
current_thread,5,1e-05,0.0,1e-05,0.0,threading.py,1453
_path_isfile,1,0.0,0.0,1e-05,1e-05,<frozen importlib._bootstrap_external>,159
<method '__exit__' of '_io._IOBase' objects>,1,1e-05,1e-05,1e-05,1e-05,~,0
_acquire_restore,8,1e-05,0.0,1e-05,0.0,threading.py,283
parent,3,1e-05,0.0,1e-05,0.0,<frozen importlib._bootstrap>,405
_release_save,8,1e-05,0.0,1e-05,0.0,threading.py,280
ThreadPoolExecutor,1,1e-05,1e-05,1e-05,1e-05,thread.py,118
_unpack_uint32,3,1e-05,0.0,1e-05,0.0,<frozen importlib._bootstrap_external>,84
popitem,1,1e-05,1e-05,1e-05,1e-05,weakref.py,495
_make_invoke_excepthook,4,1e-05,0.0,1e-05,0.0,threading.py,1324
_path_is_mode_type,1,0.0,0.0,1e-05,1e-05,<frozen importlib._bootstrap_external>,150
set_event_loop,1,0.0,0.0,0.0,0.0,events.py,682
path_stats,1,0.0,0.0,1e-05,1e-05,<frozen importlib._bootstrap_external>,1146
update,1,1e-05,1e-05,1e-05,1e-05,weakref.py,289
get_running_loop,4,0.0,0.0,1e-05,0.0,helpers.py,296
_validate_timestamp_pyc,1,0.0,0.0,1e-05,1e-05,<frozen importlib._bootstrap_external>,675
_check_running,2,0.0,0.0,1e-05,0.0,base_events.py,586
<built-in method _asyncio._set_running_loop>,2,1e-05,0.0,1e-05,0.0,~,0
_verbose_message,7,1e-05,0.0,1e-05,0.0,<frozen importlib._bootstrap>,244
_iter_bits_lsb,3,0.0,0.0,1e-05,0.0,enum.py,117
_acquireLock,1,0.0,0.0,1e-05,1e-05,__init__.py,228
<built-in method sys.set_asyncgen_hooks>,2,1e-05,0.0,1e-05,0.0,~,0
<built-in method time.get_clock_info>,1,0.0,0.0,0.0,0.0,~,0
_register_atexit,1,0.0,0.0,0.0,0.0,threading.py,1516
set_debug,1,0.0,0.0,0.0,0.0,base_events.py,1943
__await__,2,0.0,0.0,0.0,0.0,helpers.py,113
_set_coroutine_origin_tracking,2,0.0,0.0,0.0,0.0,base_events.py,1925
<method 'clear' of 'dict' objects>,2,0.0,0.0,0.0,0.0,~,0
getEffectiveLevel,1,0.0,0.0,0.0,0.0,__init__.py,1720
cb,1,0.0,0.0,0.0,0.0,<frozen importlib._bootstrap>,198
daemon,4,0.0,0.0,0.0,0.0,threading.py,1206
_releaseLock,1,0.0,0.0,0.0,0.0,__init__.py,237
_check_name_wrapper,1,0.0,0.0,0.0,0.0,<frozen importlib._bootstrap_external>,599
<built-in method _asyncio._get_event_loop>,1,0.0,0.0,0.0,0.0,~,0
<built-in method _thread.get_ident>,8,0.0,0.0,0.0,0.0,~,0
is_running,7,0.0,0.0,0.0,0.0,base_events.py,696
<built-in method _imp.acquire_lock>,6,0.0,0.0,0.0,0.0,~,0
_path_importer_cache,1,0.0,0.0,0.0,0.0,<frozen importlib._bootstrap_external>,1421
_new_module,1,0.0,0.0,0.0,0.0,<frozen importlib._bootstrap>,48
<built-in method _imp.release_lock>,6,0.0,0.0,0.0,0.0,~,0
__subclasshook__,2,0.0,0.0,0.0,0.0,<frozen _collections_abc>,409
<built-in method _imp._fix_co_filename>,1,0.0,0.0,0.0,0.0,~,0
is_set,4,0.0,0.0,0.0,0.0,threading.py,575
<built-in method from_bytes>,3,0.0,0.0,0.0,0.0,~,0
<method 'release' of '_thread.lock' objects>,8,0.0,0.0,0.0,0.0,~,0
<built-in method _imp.find_frozen>,1,0.0,0.0,0.0,0.0,~,0
<built-in method builtins.setattr>,1,0.0,0.0,0.0,0.0,~,0
<built-in method posix.register_at_fork>,1,0.0,0.0,0.0,0.0,~,0
<built-in method _imp.is_builtin>,1,0.0,0.0,0.0,0.0,~,0
<built-in method sys.get_asyncgen_hooks>,1,0.0,0.0,0.0,0.0,~,0
_path_isabs,1,0.0,0.0,0.0,0.0,<frozen importlib._bootstrap_external>,180
<method 'values' of 'dict' objects>,2,0.0,0.0,0.0,0.0,~,0
<method 'clear' of 'set' objects>,1,0.0,0.0,0.0,0.0,~,0
_cleanup_closed,1,0.0,0.0,0.0,0.0,connector.py,388
<method 'acquire' of '_thread.RLock' objects>,1,0.0,0.0,0.0,0.0,~,0
disable,1,0.0,0.0,0.0,0.0,__init__.py,1319
<method 'popitem' of 'dict' objects>,1,0.0,0.0,0.0,0.0,~,0
stop,1,0.0,0.0,0.0,0.0,base_events.py,655
<method 'detach' of '_socket.socket' objects>,2,0.0,0.0,0.0,0.0,~,0
main_thread,1,0.0,0.0,0.0,0.0,threading.py,1597
BrokenThreadPool,1,0.0,0.0,0.0,0.0,thread.py,112
<method 'setdefault' of 'dict' objects>,1,0.0,0.0,0.0,0.0,~,0
<method 'disable' of '_lsprof.Profiler' objects>,1,0.0,0.0,0.0,0.0,~,0
get_filename,1,0.0,0.0,0.0,0.0,<frozen importlib._bootstrap_external>,1122
<method 'release' of '_thread.RLock' objects>,1,0.0,0.0,0.0,0.0,~,0
create_module,1,0.0,0.0,0.0,0.0,<frozen importlib._bootstrap_external>,931
has_location,1,0.0,0.0,0.0,0.0,<frozen importlib._bootstrap>,413
_relax_case,1,0.0,0.0,0.0,0.0,<frozen importlib._bootstrap_external>,71
<method 'remove_done_callback' of '_asyncio.Task' objects>,1,0.0,0.0,0.0,0.0,~,0
